Class Suffix,Contributor,Label,Parent,Definition
PMD_0025021,,stamping press,device,Stamping press is a metalworking device which is used to shape a cut metal by deforming it with a die.
PMD_0000113,,conventional ceramics manufacturing,completely executed planned process,A manufacturing process that relies on traditional and manual methods to produce ceramics.
PMD_0010004,,tool steel,steel,steel with tailored mechanical properties
PMD_0020220,,order scale,intensive quality,characteristic length over which structural correlations persist in a material
CHEBI_49475,,argon atom,molecular entity,Definition not available
PMD_0000936,,slide,device,"A moving device that is guided by a part along its path, providing the mount for objects."
PMD_0200005,,drawing forming,primary shaping from the plastic state,"A primary shaping from the plastic state process in which a plastically deformable mass (for example fibre-reinforced resin or glass/plastic strands) is pulled through one or more shaping tools or dies so that the cross-section and surface are formed by tensile forces, while the material solidifies or cures to produce continuous profiles. It is conceptually related to pultrusion / profile drawing."
BFO_0000031,,generically dependent continuant,continuant,(Elucidation) A generically dependent continuant is an entity that exists in virtue of the fact that there is at least one of what may be multiple copies which is the content or the pattern that multiple copies would share
PMD_0020238,,high angle grain boundary,grain boundary,a grain boundary whose adjacent crystalls have a high angle of misalignment
PMD_0000974,,tensile testing process,mechanical property analyzing process,"A mechanical property analyzing process that determines a material's response to tensile forces, measuring its tensile strength, elongation, and Young's modulus."
DIGITRUBBER_000106,Marvin Auf der Landwehr,cost [hsh],information content entity,Cumulative expression for the value of all costs groups within the system under study
CHEBI_33341,,titanium atom,metal atom,Definition not available
PMD_0200000,,compression molding,primary shaping from the plastic state,"A primary shaping from the plastic state process in which a pre-measured, usually preheated molding compound is placed in an open, heated mold cavity and shaped by closing the mold and applying pressure until the material cures or solidifies to the final part geometry."
PMD_0020236,,mixed dislocation,edge dislocation,a dislocation that spans edge dislocation as well as screw dislocation
PMD_0020222,,inter-diffusion in crystalline solid,diffusion,diffusion of entites of some type in a crystal that consists mostly of entites of a different type
PMD_0000621,,electrical property,material property,"An electrical property is a material property that represents the characteristics of a material that determine its behavior under the influence of an electric field, such as conductivity, resistivity, and permittivity."
PMD_0000917,,rheometer,device,"A device used to measure the flow and deformation properties of materials, particularly liquids and semi-solids."
PMD_0000947,,speed of sound,acoustic property,"The speed of sound is an acoustic property representing the rate at which sound waves travel through a material, dependent on its density and elastic properties."
PMD_0000908,,primary shaping from the pulpy or pasty state,primary shaping,A primary shaping process that involves forming materials through the transition from a pulpy or pasty state into a solid form.
PMD_0000817,,lasercutter,,"A device that utilizes laser beams to create precise cuts in various materials such as wood, plastic, metal, etc."
PMD_0000642,,flow cytometer,device,A flow cytometer is a device used to measure the physical and chemical characteristics of a population of cells or particles.
PMD_0050084,,lead zirconate titanate ceramic,oxide ceramic,"oxide ceramic that is dielectric and composed of lead, zirconium, and titanium, renowned for its piezoelectric behavior"
PMD_0020003,,crystal,object,"A crystal is an object that has a quality ""crystal structure""."
DIGITRUBBER_000239,,digital image processing [ifnano],plan specification,The use of a digital computer to process digital images through an algorithm.
PMD_0050145,,45S5 bioglass,silicate-based bioactive glass,silicate-based bioactive glass with a specific composition known for its ability to bond with bone
CHEBI_33389,,americium atom,metal atom,Definition not available
PMD_0090014,,biopolymer,polymer,polymer produced by the metabolic processes of a living organism
DIGITRUBBER_000149,Lars M Vogt,deprecated class,,Definition not available
PMD_0000111,,superconducting,disposition,The disposition of a material to conduct electricity without electrical resistance or infinite electrical conductance respectively.
PMD_0001040,,expriment designing process,completely executed planned process,"A planned process of planning and structuring experimental methods, conditions, and variables to reliably test hypotheses or obtain data."
