Class Suffix,Contributor,Label,Parent,Definition
DIGITRUBBER_1000091,Pallavi Karanth,equation,information content entity,"equation in the context of chemistry is a symbolic representation of the changes which occur in a chemical reaction, expressed in terms of the formulae of the molecules or other species involved."
DIGITRUBBER_1000045,,D Median [Arlanxeo],data item,Median value of elongation from stress-strain (tensile) measurement
DIGITRUBBER_000083,Sebastian Leineweber,mixing temperature [ita],intensive quality,Control variable that specifies at which temperature mixing takes place.
DIGITRUBBER_000426,Alexander Aschemann,pin extruder [dik],extruder,
PMD_0010014,,precious metal,metal,"metal that is rare, naturally occurring, and have high economic value due to their resistance to corrosion, oxidation, and chemical reaction"
NCIT_C69088,,cost [ncit],information content entity,"The amount paid, charged, or engaged to be paid, for purchasing goods, services and financial instruments."
DIGITRUBBER_000595,Alexander Aschemann,ethylidene norbornene concentration measurement protocol [dik],measurement protocol [dik],A concentration measurement protocol for reliably reproducing the ethylidene norbornene concentration measurement assay.
PMD_0010002,,cast iron,ferrous metal,ferrous metal that has an amout of min 2.07 wt % carbon
NCIT_C25677,,shape [ncit],intensive quality,The spatial arrangement of something as distinct from its substance.
DIGITRUBBER_1000059,,mass pressure 2 [Arlanxeo],intensive quality,"Pressure at die exit in an extruder, second measurement"
PMD_0011034,,cermet,metal matrix composite,metal matrix composite material consisting of a ceramic phase (typically carbides or nitrides) bonded with a continuous metallic phase
PMD_0020143,,process chain,process,A process chain is a process that 'has continuant part' subprocesses S1...Sn where S1...Sn precede each other and where some object or object aggregate that are output of Sn are then input to Sn+1.
PMD_0000066,,input assignment,,Input assignment is a process boundary which is part of a computing process and which connects a material entity or i.c.e as input to the computing process
PMD_0020204,,pore,site,A pore is a site that consists of a cavity located within the bulk of a material entity.
CHEBI_28073,,chromium atom,metal atom,A chromium group element atom that has atomic number 24.
IAO_0000183,PERSON:Chris Stoeckert,dendrogram,graph,"A dendrogram is a report graph which is a tree diagram
frequently used to illustrate the arrangement of the clusters produced by a
clustering algorithm."
PMD_0020067,,portion of magnesium,portion of pure chemical element,A 'portion of magnesium' is a 'portion of pure chemical element' that 'consists of' only chebi:magnesium atom.
PMD_0020083,,portion of hydrogen,portion of pure chemical element,A 'portion of hydrogen' is a 'portion of pure chemical element' that 'consists of' only chebi:hydrogen atom.
PMD_0020248,,diffusion flux,flux,flux transported by diffusion
PMD_0000893,,powder,disconnected material entity aggregate,"A powder is a dry, solid disconnected material entity aggregate composed of many very fine particles. These particles can flow freely when shaken or tilted."
CHEBI_84292,,dithiocarbamate anions,organic sulfur anion,Any organic sulfur anion resulting from the removal of a proton from any N-substituted dithiocarbamic acid.
DIGITRUBBER_000554,Alexander Aschemann,processed material [dik],material entity,
NCIT_C19579,,direct costs [ncit],cost [ncit],Costs that can be identified with a particular project or program.
PMD_0020058,,portion of cerium,portion of pure chemical element,A 'portion of cerium' is a 'portion of pure chemical element' that 'consists of' only chebi:cerium.
DIGITRUBBER_000561,Alexander Aschemann,mass-specific surface [dik],intensive quality,The total surface area of a material divided by its mass.
DIGITRUBBER_000177,Marvin Auf der Landwehr,natural rubber [hsh],mixture [chebi],An elastic material obtained from the latex sap of trees. Constitutes an entity sub-group of the raw material entity.
PMD_0020138,,lot,object aggregate,A lot is an object aggregate whose parts are output of the same production process.
DIGITRUBBER_000535,Alexander Aschemann,manufacturing specification [dik],plan specification,
DIGITRUBBER_1000057,,mass per measurement time 2 [Arlanxeo],extensive quality,"Mass throughput in an extruder, second measurement"
PMD_0010102,,organic semiconductor,semiconductor,semiconductor which consists of   organic (carbon based) molecules or polymer
PMD_0020161,,activity (thermodynamic),relational quality,Thermodynamic activity is a relational quality that inheres between a chemical species and a non-ideal solution and represents the effective concentration of the species accounting for particle interactions.
CHEBI_25195,,mercury atom,metal atom,
PMD_0000112,,dielectric disposition,disposition,The disposition of an electric insulator to be polarized when subjected to an electric field.
DIGITRUBBER_000456,Alexander Aschemann,temperature sensor [dik],sensor [chmo],
PMD_0010112,,medical application role,role,"a role realized through the intentional interface with a biological system for the purpose of evaluating, treating, augmenting, or replacing any tissue, organ, or function of the body"
PMD_0000123,,doc string,textual entity,A docstring is a textual entity that describes an associated section of some source code
PMD_0050053,,fritted ceramic,non-clay ceramic,non-clay ceramic that is manufactured by fusing and subsequently grinding glass materials
CHEBI_33415,,elemental carbon,organic molecular entity,
PMD_0050119,,fused silica glass,silicate glass,"silicate glass that is essentially pure, amorphous SiO₂"
PMD_0000577,,composite,connected material entity aggregate,An object aggregate that consists of two or more bonded materials with dissimilar physical or chemical properties which are used to complement each other where the parts remain seperate and distinct in the resulting object aggregate.
PMD_0050006,,low-density polyethylene,polyethylene,polyethylene that is characterized by a branched molecular structure and low density
CHEBI_33285,,heteroorganic entity,organic molecular entity,A heteroorganic entity is an organic molecular entity in which carbon atoms or organic groups are bonded directly to one or more heteroatoms.
CHEBI_33314,,radon atom,nonmetal atom,
PMD_0090051,,unsaturated polyester resins,thermosetting polymer,thermosetting polymer system of unsaturated polyester prepolymers in reactive vinyl monomers; it cures by radical crosslinking into rigid networks
DIGITRUBBER_1000074,Pallavi Karanth,instruction set,directive information entity,Instruction set is the detailed information about how something should be done or operated.
PMD_0000534,,blank role,role,"Role of an object, which is realized in a preparation process"
DIGITRUBBER_000124,Marvin Auf der Landwehr,semi-finished product [hsh],role,Processed raw materials that are not used for final consumption but as input for the production of finished goods in the system under investigation. Constitutes an entity in the material cost and waste management cost group.
PMD_0060006,,device specification,directive information entity,"A directive information entity that outlines the technical requirements, features, constraints, and performance criteria of a specific device, guiding its design, manufacturing, operation, or maintenance."
PMD_0050074,,ceramic matrix composite,composite,composite consisting of a ceramic matrix and one or more reinforcement materials
NCIT_C25518,,function [ncit],function,The normal action performed by a structure or device.
